20	59
20.02	46
20.04	53
20.06	50
20.08	57
20.1	51
20.12	46
20.14	43
20.16	64
20.18	52
20.2	55
20.22	51
20.24	41
20.26	44
20.28	53
20.3	61
20.32	58
20.34	54
20.36	51
20.38	49
20.4	48
20.42	66
20.44	49
20.46	42
20.48	38
20.5	42
20.52	41
20.54	38
20.56	47
20.58	49
20.6	46
20.62	55
20.64	43
20.66	44
20.68	50
20.7	48
20.72	43
20.74	43
20.76	39
20.78	32
20.8	31
20.82	40
20.84	44
20.86	41
20.88	34
20.9	38
20.92	44
20.94	60
20.96	70
20.98	55
21	53
21.02	43
21.04	39
21.06	36
21.08	39
21.1	40
21.12	43
21.14	42
21.16	53
21.18	43
21.2	40
21.22	39
21.24	41
21.26	40
21.28	38
21.3	48
21.32	40
21.34	32
21.36	46
21.38	40
21.4	32
21.42	37
21.44	50
21.46	54
21.48	44
21.5	44
21.52	52
21.54	42
21.56	46
21.58	42
21.6	39
21.62	44
21.64	44
21.66	56
21.68	37
21.7	38
21.72	41
21.74	37
21.76	50
21.78	46
21.8	53
21.82	41
21.84	28
21.86	33
21.88	35
21.9	36
21.92	38
21.94	43
21.96	39
21.98	55
22	39
22.02	47
22.04	33
22.06	37
22.08	51
22.1	42
22.12	35
22.14	36
22.16	37
22.18	39
22.2	36
22.22	49
22.24	51
22.26	40
22.28	42
22.3	35
22.32	41
22.34	43
22.36	46
22.38	43
22.4	38
22.42	42
22.44	50
22.46	31
22.48	34
22.5	43
22.52	48
22.54	40
22.56	41
22.58	37
22.6	43
22.62	33
22.64	53
22.66	38
22.68	28
22.7	35
22.72	44
22.74	36
22.76	41
22.78	37
22.8	44
22.82	37
22.84	29
22.86	52
22.88	37
22.9	29
22.92	28
22.94	47
22.96	44
22.98	35
23	33
23.02	41
23.04	46
23.06	31
23.08	47
23.1	38
23.12	44
23.14	44
23.16	45
23.18	36
23.2	40
23.22	36
23.24	40
23.26	43
23.28	44
23.3	39
23.32	36
23.34	31
23.36	34
23.38	28
23.4	47
23.42	41
23.44	33
23.46	41
23.48	27
23.5	42
23.52	55
23.54	35
23.56	34
23.58	43
23.6	44
23.62	44
23.64	41
23.66	27
23.68	39
23.7	38
23.72	43
23.74	37
23.76	31
23.78	45
23.8	33
23.82	24
23.84	37
23.86	49
23.88	31
23.9	32
23.92	41
23.94	31
23.96	34
23.98	46
24	32
24.02	29
24.04	34
24.06	38
24.08	33
24.1	48
24.12	33
24.14	29
24.16	38
24.18	37
24.2	35
24.22	30
24.24	33
24.26	44
24.28	26
24.3	28
24.32	26
24.34	41
24.36	25
24.38	37
24.4	42
24.42	38
24.44	37
24.46	26
24.48	36
24.5	39
24.52	30
24.54	29
24.56	35
24.58	41
24.6	34
24.62	29
24.64	39
24.66	32
24.68	33
24.7	38
24.72	27
24.74	25
24.76	28
24.78	34
24.8	41
24.82	49
24.84	35
24.86	38
24.88	26
24.9	49
24.92	36
24.94	32
24.96	34
24.98	31
25	33
25.02	42
25.04	38
25.06	39
25.08	27
25.1	23
25.12	38
25.14	33
25.16	45
25.18	42
25.2	28
25.22	32
25.24	40
25.26	33
25.28	27
25.3	34
25.32	31
25.34	33
25.36	36
25.38	45
25.4	46
25.42	37
25.44	38
25.46	21
25.48	35
25.5	28
25.52	31
25.54	37
25.56	40
25.58	31
25.6	26
25.62	25
25.64	44
25.66	43
25.68	30
25.7	37
25.72	35
25.74	31
25.76	41
25.78	24
25.8	43
25.82	34
25.84	33
25.86	40
25.88	33
25.9	40
25.92	30
25.94	33
25.96	29
25.98	39
26	39
26.02	25
26.04	40
26.06	33
26.08	28
26.1	44
26.12	31
26.14	26
26.16	45
26.18	34
26.2	33
26.22	35
26.24	32
26.26	34
26.28	41
26.3	26
26.32	29
26.34	36
26.36	37
26.38	33
26.4	36
26.42	34
26.44	34
26.46	42
26.48	38
26.5	41
26.52	38
26.54	38
26.56	38
26.58	40
26.6	41
26.62	36
26.64	27
26.66	40
26.68	43
26.7	38
26.72	30
26.74	38
26.76	36
26.78	37
26.8	49
26.82	27
26.84	29
26.86	34
26.88	29
26.9	35
26.92	27
26.94	44
26.96	36
26.98	38
27	54
27.02	44
27.04	29
27.06	42
27.08	45
27.1	39
27.12	49
27.14	33
27.16	42
27.18	30
27.2	35
27.22	38
27.24	35
27.26	35
27.28	42
27.3	22
27.32	39
27.34	41
27.36	41
27.38	39
27.4	43
27.42	45
27.44	39
27.46	31
27.48	44
27.5	32
27.52	33
27.54	39
27.56	37
27.58	51
27.6	43
27.62	29
27.64	43
27.66	41
27.68	37
27.7	44
27.72	33
27.74	46
27.76	38
27.78	38
27.8	42
27.82	49
27.84	50
27.86	49
27.88	56
27.9	45
27.92	51
27.94	46
27.96	41
27.98	58
28	48
28.02	57
28.04	61
28.06	73
28.08	74
28.1	87
28.12	85
28.14	97
28.16	111
28.18	117
28.2	161
28.22	214
28.24	238
28.26	249
28.28	331
28.3	450
28.32	555
28.34	653
28.36	940
28.38	1088
28.4	1498
28.42	2242
28.44	3236
28.46	4576
28.48	4877
28.5	4241
28.52	3339
28.54	2695
28.56	2140
28.58	1675
28.6	814
28.62	401
28.64	295
28.66	201
28.68	192
28.7	151
28.72	134
28.74	98
28.76	88
28.78	92
28.8	63
28.82	76
28.84	49
28.86	78
28.88	77
28.9	55
28.92	46
28.94	59
28.96	53
28.98	48
29	57
29.02	51
29.04	59
29.06	45
29.08	51
29.1	47
29.12	52
29.14	47
29.16	35
29.18	49
29.2	49
29.22	54
29.24	38
29.26	47
29.28	35
29.3	34
29.32	45
29.34	42
29.36	29
29.38	34
29.4	45
29.42	49
29.44	40
29.46	42
29.48	41
29.5	42
29.52	35
29.54	36
29.56	42
29.58	53
29.6	35
29.62	35
29.64	41
29.66	33
29.68	34
29.7	41
29.72	39
29.74	28
29.76	25
29.78	29
29.8	42
29.82	35
29.84	45
29.86	31
29.88	41
29.9	42
29.92	38
29.94	33
29.96	36
29.98	32
30	41
30.02	31
30.04	33
30.06	44
30.08	32
30.1	40
30.12	24
30.14	36
30.16	30
30.18	37
30.2	34
30.22	32
30.24	28
30.26	34
30.28	39
30.3	41
30.32	36
30.34	31
30.36	40
30.38	36
30.4	27
30.42	38
30.44	36
30.46	35
30.48	36
30.5	33
30.52	39
30.54	45
30.56	31
30.58	37
30.6	39
30.62	44
30.64	33
30.66	39
30.68	42
30.7	32
30.72	32
30.74	31
30.76	38
30.78	26
30.8	35
30.82	33
30.84	37
30.86	38
30.88	44
30.9	42
30.92	30
30.94	28
30.96	42
30.98	32
31	30
31.02	41
31.04	28
31.06	43
31.08	37
31.1	37
31.12	30
31.14	36
31.16	35
31.18	32
31.2	38
31.22	38
31.24	34
31.26	33
31.28	25
31.3	41
31.32	30
31.34	33
31.36	27
31.38	36
31.4	22
31.42	37
31.44	33
31.46	34
31.48	29
31.5	35
31.52	42
31.54	42
31.56	33
31.58	26
31.6	29
31.62	24
31.64	25
31.66	35
31.68	37
31.7	43
31.72	33
31.74	34
31.76	39
31.78	39
31.8	37
31.82	23
31.84	36
31.86	26
31.88	39
31.9	36
31.92	24
31.94	34
31.96	38
31.98	44
32	37
32.02	41
32.04	42
32.06	33
32.08	30
32.1	47
32.12	30
32.14	33
32.16	34
32.18	22
32.2	34
32.22	41
32.24	26
32.26	34
32.28	31
32.3	38
32.32	29
32.34	39
32.36	30
32.38	25
32.4	28
32.42	31
32.44	36
32.46	38
32.48	33
32.5	21
32.52	40
32.54	26
32.56	32
32.58	29
32.6	32
32.62	21
32.64	38
32.66	25
32.68	22
32.7	39
32.72	40
32.74	28
32.76	20
32.78	34
32.8	36
32.82	31
32.84	36
32.86	30
32.88	29
32.9	37
32.92	22
32.94	19
32.96	29
32.98	36
33	28
33.02	38
33.04	25
33.06	28
33.08	45
33.1	26
33.12	29
33.14	22
33.16	26
33.18	22
33.2	29
33.22	25
33.24	25
33.26	21
33.28	31
33.3	25
33.32	30
33.34	27
33.36	31
33.38	30
33.4	25
33.42	27
33.44	23
33.46	37
33.48	41
33.5	28
33.52	40
33.54	29
33.56	32
33.58	22
33.6	28
33.62	25
33.64	30
33.66	32
33.68	37
33.7	32
33.72	31
33.74	31
33.76	39
33.78	28
33.8	50
33.82	21
33.84	27
33.86	36
33.88	27
33.9	31
33.92	36
33.94	28
33.96	25
33.98	27
34	32
34.02	26
34.04	24
34.06	28
34.08	27
34.1	32
34.12	30
34.14	26
34.16	27
34.18	30
34.2	31
34.22	22
34.24	26
34.26	23
34.28	30
34.3	21
34.32	31
34.34	41
34.36	32
34.38	24
34.4	29
34.42	32
34.44	27
34.46	29
34.48	29
34.5	22
34.52	35
34.54	34
34.56	14
34.58	30
34.6	24
34.62	24
34.64	28
34.66	26
34.68	33
34.7	32
34.72	19
34.74	26
34.76	27
34.78	24
34.8	25
34.82	23
34.84	20
34.86	25
34.88	26
34.9	26
34.92	34
34.94	27
34.96	25
34.98	34
35	28
35.02	23
35.04	24
35.06	22
35.08	30
35.1	26
35.12	30
35.14	24
35.16	17
35.18	27
35.2	35
35.22	25
35.24	23
35.26	26
35.28	23
35.3	20
35.32	24
35.34	22
35.36	24
35.38	21
35.4	29
35.42	32
35.44	29
35.46	32
35.48	23
35.5	28
35.52	13
35.54	33
35.56	33
35.58	24
35.6	25
35.62	25
35.64	28
35.66	22
35.68	30
35.7	29
35.72	26
35.74	22
35.76	18
35.78	24
35.8	25
35.82	21
35.84	23
35.86	25
35.88	23
35.9	20
35.92	30
35.94	26
35.96	24
35.98	26
36	26
36.02	19
36.04	29
36.06	27
36.08	22
36.1	17
36.12	23
36.14	27
36.16	24
36.18	28
36.2	17
36.22	22
36.24	24
36.26	23
36.28	23
36.3	25
36.32	26
36.34	30
36.36	16
36.38	29
36.4	25
36.42	27
36.44	16
36.46	18
36.48	33
36.5	23
36.52	24
36.54	16
36.56	28
36.58	34
36.6	27
36.62	29
36.64	23
36.66	20
36.68	33
36.7	19
36.72	16
36.74	22
36.76	27
36.78	24
36.8	22
36.82	21
36.84	21
36.86	25
36.88	18
36.9	22
36.92	19
36.94	29
36.96	20
36.98	22
37	23
37.02	26
37.04	21
37.06	26
37.08	20
37.1	19
37.12	20
37.14	24
37.16	23
37.18	23
37.2	27
37.22	21
37.24	21
37.26	21
37.28	18
37.3	21
37.32	18
37.34	23
37.36	21
37.38	22
37.4	28
37.42	28
37.44	28
37.46	33
37.48	23
37.5	24
37.52	30
37.54	31
37.56	21
37.58	29
37.6	25
37.62	30
37.64	27
37.66	22
37.68	19
37.7	26
37.72	32
37.74	24
37.76	22
37.78	24
37.8	39
37.82	25
37.84	30
37.86	21
37.88	21
37.9	20
37.92	20
37.94	13
37.96	28
37.98	24
38	22
38.02	22
38.04	19
38.06	26
38.08	16
38.1	22
38.12	20
38.14	22
38.16	25
38.18	21
38.2	20
38.22	21
38.24	23
38.26	26
38.28	21
38.3	31
38.32	18
38.34	16
38.36	25
38.38	20
38.4	23
38.42	13
38.44	24
38.46	18
38.48	18
38.5	21
38.52	27
38.54	21
38.56	23
38.58	17
38.6	28
38.62	18
38.64	18
38.66	18
38.68	20
38.7	20
38.72	29
38.74	14
38.76	16
38.78	23
38.8	20
38.82	21
38.84	23
38.86	23
38.88	26
38.9	17
38.92	18
38.94	13
38.96	19
38.98	22
39	23
39.02	24
39.04	25
39.06	19
39.08	18
39.1	17
39.12	21
39.14	27
39.16	26
39.18	24
39.2	22
39.22	20
39.24	16
39.26	23
39.28	25
39.3	35
39.32	27
39.34	31
39.36	23
39.38	27
39.4	23
39.42	28
39.44	17
39.46	18
39.48	23
39.5	24
39.52	16
39.54	16
39.56	21
39.58	19
39.6	13
39.62	24
39.64	12
39.66	26
39.68	23
39.7	26
39.72	23
39.74	20
39.76	31
39.78	35
39.8	22
39.82	19
39.84	29
39.86	26
39.88	21
39.9	24
39.92	26
39.94	17
39.96	23
39.98	18
40	18
40.02	27
40.04	20
40.06	20
40.08	23
40.1	17
40.12	18
40.14	18
40.16	15
40.18	25
40.2	19
40.22	23
40.24	22
40.26	24
40.28	13
40.3	27
40.32	26
40.34	14
40.36	19
40.38	20
40.4	22
40.42	20
40.44	25
40.46	26
40.48	23
40.5	19
40.52	20
40.54	31
40.56	22
40.58	16
40.6	16
40.62	29
40.64	15
40.66	21
40.68	25
40.7	20
40.72	27
40.74	21
40.76	20
40.78	24
40.8	16
40.82	32
40.84	27
40.86	27
40.88	23
40.9	20
40.92	27
40.94	17
40.96	25
40.98	15
41	19
41.02	17
41.04	18
41.06	22
41.08	17
41.1	25
41.12	31
41.14	21
41.16	22
41.18	28
41.2	22
41.22	24
41.24	31
41.26	23
41.28	25
41.3	27
41.32	19
41.34	17
41.36	27
41.38	27
41.4	24
41.42	20
41.44	18
41.46	20
41.48	28
41.5	18
41.52	17
41.54	14
41.56	20
41.58	41
41.6	18
41.62	24
41.64	22
41.66	21
41.68	22
41.7	16
41.72	26
41.74	16
41.76	24
41.78	22
41.8	23
41.82	22
41.84	20
41.86	22
41.88	25
41.9	25
41.92	22
41.94	19
41.96	26
41.98	25
42	21
42.02	18
42.04	18
42.06	18
42.08	22
42.1	23
42.12	21
42.14	18
42.16	21
42.18	24
42.2	31
42.22	24
42.24	16
42.26	24
42.28	33
42.3	22
42.32	31
42.34	27
42.36	20
42.38	19
42.4	29
42.42	35
42.44	18
42.46	30
42.48	24
42.5	17
42.52	28
42.54	24
42.56	17
42.58	28
42.6	20
42.62	20
42.64	24
42.66	21
42.68	29
42.7	21
42.72	18
42.74	22
42.76	26
42.78	32
42.8	17
42.82	23
42.84	27
42.86	18
42.88	28
42.9	28
42.92	31
42.94	21
42.96	34
42.98	27
43	20
43.02	15
43.04	17
43.06	23
43.08	15
43.1	24
43.12	20
43.14	25
43.16	39
43.18	19
43.2	25
43.22	15
43.24	23
43.26	24
43.28	29
43.3	17
