# alpha, beta, Na, Nb, N
-45	-22.5	548510	565065	76
-45	22.5	546175	626254	24
-45	67.5	546660	807829	63
-45	112.5	545895	738278	120
0	-22.5	522904	522904	48
0	22.5	520821	625289	37
0	67.5	519373	808650	27
0	112.5	522048	744202	19
45	-22.5	605777	578021	41
45	22.5	597014	632914	75
45	67.5	592238	810973	141
45	112.5	593777	745974	66
90	-22.5	623314	568441	39
90	22.5	617312	620594	45
90	67.5	619769	817720	175
90	112.5	621931	746304	139
