0.000000000	-3.380000000	4.220000000
0.000080000	-3.380000000	4.080000000
0.000160000	-3.340000000	3.840000000
0.000240000	-3.340000000	3.920000000
0.000320000	-3.340000000	4.100000000
0.000400000	-3.340000000	4.200000000
0.000480000	-3.340000000	4.260000000
0.000560000	-3.340000000	3.960000000
0.000640000	-3.340000000	3.940000000
0.000720000	-3.300000000	4.040000000
0.000800000	-3.300000000	4.180000000
0.000880000	-3.300000000	4.260000000
0.000960000	-3.300000000	4.060000000
0.001040000	-3.300000000	3.880000000
0.001120000	-3.300000000	3.900000000
0.001200000	-3.260000000	4.060000000
0.001280000	-3.300000000	4.220000000
0.001360000	-3.300000000	4.180000000
0.001440000	-3.300000000	3.940000000
0.001520000	-3.260000000	3.880000000
0.001600000	-3.300000000	4.020000000
0.001680000	-3.300000000	4.140000000
0.001760000	-3.300000000	4.260000000
0.001840000	-3.340000000	4.180000000
0.001920000	-3.340000000	3.920000000
0.002000000	-3.380000000	3.940000000
0.002080000	-3.380000000	4.040000000
0.002160000	-3.380000000	4.180000000
0.002240000	-3.420000000	4.260000000
0.002320000	-3.460000000	4.080000000
0.002400000	-3.460000000	3.900000000
0.002480000	-3.460000000	3.940000000
0.002560000	-3.500000000	4.100000000
0.002640000	-3.540000000	4.220000000
0.002720000	-3.580000000	4.240000000
0.002800000	-3.540000000	4.040000000
0.002880000	-3.500000000	3.940000000
0.002960000	-3.540000000	4.020000000
0.003040000	-3.540000000	4.160000000
0.003120000	-3.540000000	4.260000000
0.003200000	-3.460000000	4.260000000
0.003280000	-3.460000000	3.980000000
0.003360000	-3.460000000	3.900000000
0.003440000	-3.460000000	3.960000000
0.003520000	-3.380000000	4.100000000
0.003600000	-3.340000000	4.240000000
0.003680000	-3.340000000	4.240000000
0.003760000	-3.300000000	4.060000000
0.003840000	-3.260000000	3.900000000
0.003920000	-3.220000000	4.000000000
0.004000000	-3.180000000	4.160000000
0.004080000	-3.180000000	4.240000000
0.004160000	-3.180000000	4.300000000
0.004240000	-3.140000000	4.140000000
0.004320000	-3.100000000	3.980000000
0.004400000	-3.100000000	4.040000000
0.004480000	-3.060000000	4.140000000
0.004560000	-3.060000000	4.240000000
0.004640000	-3.060000000	4.320000000
0.004720000	-3.060000000	4.140000000
0.004800000	-3.020000000	3.940000000
0.004880000	-3.060000000	3.940000000
0.004960000	-3.020000000	4.040000000
0.005040000	-3.020000000	4.200000000
0.005120000	-3.020000000	4.260000000
0.005200000	-2.980000000	4.160000000
0.005280000	-2.980000000	4.000000000
0.005360000	-2.980000000	3.880000000
0.005440000	-2.980000000	4.000000000
0.005520000	-2.980000000	4.160000000
